program_id,name,person_url
575,Thomas S. Madden 1986 to 1990,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p110.html
575,Thomas Muir 1991 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p132.html
228,Lynn Duggan 1978 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p43.html
229,Lisa Lockman 1990 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p103.html
230,Carlyle Smith as a guest professor in the summer sessions of 1962 to 1979,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p178.html
230,Patrice Case ? to ?,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p21.html
230,Kate Wagle 1982 to 1988,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p197.html
230,Lisa Norton 1989 to 1992,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p137.html
230,Julia Barrelo 1992 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p9.html
231,Pamela E. Lins 1989 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p102.html
234,James Malenda 1976 to 1987,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p111.html
234,Candace Gerbers Brey 1991 to 1993,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p17.html
236,Joseph Cornett 1980 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p31.html
238,Dale Wedig 1983 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p198.html
239,Lee Hageman 1967 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p72.html
240,Susan Hamlet 1978 to 1988,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p74.html
240,"Chris Ramsay 1986 to 1987, 1990 to present",http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p159.html
242,Lynda Watson-Abbott 1970 to 1995,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p1.html
242,Nancy Megan Corwin 1984 to 1989,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p33.html
242,Dawn E. Nakanishi ? to ?,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p134.html
243,Norma Latta 1986 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p205.html
244,Christine Clark 1984 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p28.html
245,Anthony Lugo 1974 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p108.html
246,Mary Ann Scherr 1978 to 1988,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p167.html
246,William Harper as a visiting professor in 1979,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p73.html
246,Pamela E. Lins 1986 to 1991,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p102.html
248,Leslie Leupp 1988 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p98.html
249,Majorie Schick 1967 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p168.html
251,Chris Ramsay 1989 to 1990,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p159.html
251,Myra Mimlitsch Gray 1990 to 1993,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p67.html
251,Robin Kraft 1994 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p90.html
251,Gene Pijanowski ? to ?,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p148.html
253,"Alan Revere, Director of the Academy",http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p163.html
254,Curtis K LaFollette 1972 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p93.html
255,Antonio Cirono ? to ?,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p27.html
255,John Prip 1963 to 1980,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p153.html
255,George Paul Van Duinwyk 1973 to 1974,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p193.html
255,Louis Mueller 1977 to 2005,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p130.html
255,Robin Quigley ? to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p157.html
256,Louis Mueller 1977 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p130.html
256,Robin Quigley ? to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p157.html
257,Philip Morton ? to ?,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p127.html
257,John Prip 1948 to 1954,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p153.html
257,Hans Christensen 1954 to 1983,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p26.html
257,Svetovar Radakovich 1955 to 1958,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p158.html
257,Albert Paley 1969 to 1972,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p141.html
257,Gary Griffin 1974 to 1984,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p70.html
257,Harlan Butt in 1975,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p20.html
260,Bob Winston 1942 to 1956,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p199.html
260,Martin Streich 1959 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p182.html
260,Marilyn DaSilva ? to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p39.html
260,Dawn E. Nakanishi part time since 1994,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p134.html
261,Svetovar Radakovich 1958 to 1959,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p158.html
261,Arlene Fisch 1961 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p52.html
261,David La Plantz 1970 to 1971,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p94.html
261,Helen Shirk 1975 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p174.html
261,Harlan Butt 1975 to 1976,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p20.html
261,Gene Pijanowski ? to ?,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p148.html
261,Billie Jean Theide 1982 to 1983,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p186.html
262,Imogene Gieling 1965 to 1993,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p62.html
262,Dawn Nakanishi 1985 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p134.html
263,Sara Sloan Stine 1987 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p181.html
264,John Prip 1960 to 1962,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p153.html
265,Joseph Filkosky 1955 to 1999,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p51.html
267,John D Wittersheim 1979 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p200.html
268,Earl Pardon 1951 to 1989,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p142.html
268,Arline M. Fisch 1957 to 1961,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p52.html
268,Sharon Church 1973 to 1976,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p25.html
268,Susan Hamlet spring of 1981,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p74.html
271,L. Brent Kington 1961 to 1997,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p89.html
271,Mary Lee Hu 1968 to 1969,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p82.html
271,Richard Mawdsley 1978 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p115.html
274,Nancy Moyer 1964 to 1966,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p129.html
274,Beverly Penn 1990 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p144.html
276,Donald P. Taylor 1984 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p184.html
278,Thomas R Markusen 1968 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p112.html
278,Albert Paley 1972 to 1984,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p141.html
279,Patrice Case ? to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p21.html
280,Kurt Matzdorf 1957 to 1985,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p114.html
280,Bob Ebendorf 1971 to 1989,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p44.html
280,Jamie Bennett 1985 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p11.html
280,Fred Woell 1989 to 1993,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p201.html
280,Myra Mimlitsch-Gray 1993 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p67.html
282,Robert Streppone 1979 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p183.html
283,Arthur Pulos 1955 to 1982,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p155.html
283,Michael Jerry 1970 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p84.html
283,John Marshall 1968 to 1970,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p113.html
284,Karmien Bowman ? to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p15.html
285,Leslie Leupp ? to ?,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p98.html
286,Alfred E. Green 1969 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/P68.html
287,William Harper 1974 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p73.html
287,Lisa Norton 1988 to 1989,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p137.html
288,Lisa Norton 1992 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p137.html
290,Alvin Pine 1962 to 1996,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p152.html
290,Dieter Muller-Stach 1968 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p131.html
291,Mary Ann Scherr 1969 to 1972,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p167.html
291,Robin Kraft part time from 1992 to 1994,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p90.html
293,Hiroko Sato-Pijanowski 1986 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p149.html
293,Gene Pijanowski 1991 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p148.html
293,Thomas S. Madden 1991 to 1993,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p110.html
294,Michael Lacktman ? to ?,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p92.html
294,Thelma Coles 1978 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p29.html
679,Rachelle Thiewes 1976 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p187.html
295,Dr. Nancy Moyer 1969 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p129.html
296,Karl G. Nacke 1903 to 1912,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p133.html
296,Samuel Yellin 1907 to 1920,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p204.html
296,Douglas Gilchrist 1921 to 1943,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p63.html
296,Virginia Wireman Cute 1944 to 1953,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p37.html
296,Richard Reinhardt 1947 to 1986,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p162.html
296,Olaf Skoogfors 1959 to 1975,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p177.html
296,Leon Lugassy 1967 to 1990,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p107.html
296,Helen Williams Drutt English 1972 to 1982,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p46.html
296,Robin Quigley 1976 to 1979,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p157.html
296,Sharon Church 1979 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p25.html
296,Rod McCormick 1981 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p117.html
296,Myra Mimlitsch Gray 1986 to 1990,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p67.html
297,Michael Croft 1965 to 1972,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p36.html
297,Michael Lacktman 1972 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p92.html
297,Claire Pfleger 1978 to 1984,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p147.html
297,Kate Wagle 1988 to 1994,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p197.html
298,John Fix 1967 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p55.html
300,William Derreuvere 1971 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p41.html
301,Stanley Lechtzin 1962 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p97.html
301,Elliot Pujol 1971 to 1973,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p154.html
301,Vickie Sedman 1974 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p170.html
301,Daniella Kerner 1977 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p88.html
302,Dr. Helen Bonzelaar 1967 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p14.html
303,Charles Loloma 1959 to 1961,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p105.html
303,Bob Winston 1964 to 1968,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p199.html
303,Michael Croft 1972 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p36.html
305,Val J. Link 1970 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p101.html
306,Arthur Pulos 1946 to 1955,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p155.html
306,Robert Von Neumann 1955 to 1984,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p196.html
306,Alan Mette 1981 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p122.html
306,Billie Jean Theide 1985 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p186.html
307,Chunghi Choo 1968 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p23.html
307,Barbara Nilausen-k 1991 to 1994,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p136.html
714,Carlyle Smith 1947 to 1977,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p178.html
714,Klaus Kallenberger 1965 to 1966,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p85.html
714,Robert Montgomery ? to ?,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p126.html
714,Olli Peter Valanne 1974 to 1994,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p192.html
714,Jon Havener 1977 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p76.html
308,Carol Kumata ? to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p91.html
309,Arline Fisch 1975 to 1976,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p52.html
309,J. Fred Woell 1976 to 1985,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p201.html
309,Jaimie Bennett 1978 to 1985,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p11.html
309,Alan Burton Thompson 1987 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p214.htm
309,Susan Hamlet 1988 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p74.html
310,Philip Morton 1948 to 1961,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p127.html
312,Ellen Rose-Auyong 1972 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p4.html
313,Harlan Butt 1976 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p20.html
314,Arthur Pulos 1939 to 1941,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p155.html
314,Nancy Megan Corwin 1989 to 1994,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p33.html
314,Kate Wagle 1994 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p197.html
315,Kent Lamar 1975 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p95.html
315,Hollis Howard 1978 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p81.html
316,Linda L. Ryan 1982 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p164.html
318,David Keens 1974 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p87.html
319,Ruth Pennington 1928 to 1969,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p210.html
319,John Marshall 1975 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p113.html
319,Mary Lee Hu 1980 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p82.html
319,Lynne Hull 1985 to 1986,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p83.html
322,Arthur Vierthaler 1946 to 1976,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p195.html
322,Fred Fenster 1962 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p49.html
322,Eleanor Moty 1972 to 2000,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p128.html
322,Mary Lee Hu 1976 to 1977,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p82.html
322,Martha Glowacki ?,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p66.html
323,Robert Pum 1969 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p156.html
323,Donald P. Taylor 1972 to 1978,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p184.html
325,Thomas P. Muir 1985 to 1991,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p132.html
325,Thomas S. Madden 1992 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p110.html
326,Marcia Lewis 1973 to 1975,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p100.html
326,Linda Threadgill ? to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p209.html
327,Nancy Thompson 1969 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p189.html
328,Heikka Seppa 1965 to 1992,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p172.html
328,John Baltrusunas part time from 1972 to 1992,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p7.html
329,Phillip Fike 1953 to 1997,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p50.html
330,Lorin S. Thunell 1993 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p190.html
332,Barney Brienza 1971 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p18.html
333,Romona Solberg 1956 to 1967,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p179.html
333,Ken Cory 1972 to 1994,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p34.html
333,Keith A. Lewis 1993 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p99.html
335,Steven C. Ortiz as a visiting artist in 1995,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p140.html
340,Jew Freyaulenhoven in 1972,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p57.html
341,Phillip Carrizzi,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s272.html
345,Charlotte Nichols 1985 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p135.html
346,Kenneth Bates 1927 to 1968,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p10.html
346,John Paul Miller 1946 to 1983,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p124.html
346,Frederick Miller 1947 to 1975,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p123.html
346,Arthur Pulos as a visiting professor in the summer sessions of 1949 and 1953,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p155.html
346,Jon Havener 1976 to 1977,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p76.html
346,Kathy Buszkiewicz 1983 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p19.html
346,William Harper as a visiting professor in 1984 to 1985,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p73.html
346,Lisa Norton 1987 to 1988,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p137.html
346,Matthew Hollern 1989 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p80.html
347,Kathleen Malec Kamal 1994 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p86.html
348,David La Plantz 1969 to 1970,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p94.html
348,Nilda Getty 1970 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p61.html
348,Bruce Metcalf 1977 to 1978,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p121.html
349,Jeff Georgantes 1987 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p60.html
352,Harry Bertoia 1939 to 1943,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p13.html
352,Richard Thomas 1948 to 1984,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p188.html
352,Gary S Griffin 1984 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p70.html
353,Allan C. Fisher 1990 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p53.html
355,Harold O'Connor 1993 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p138.html
356,John E. Satterfield 1967 to 2000,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p166.html
356,Linda Darty Smith 1990 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p38.html
357,David G. Logan 1979 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p104.html
359,Robert Coogan 1981 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p30.html
361,Tim Glotzbach 1980 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p65.html
362,Thomas S. Madden 1990 to 1993,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p110.html
363,Gregory P. Senn 1986 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p171.html
365,Gene Bahling 1969 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p5.html
367,Enzo Torcoletti 1971 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p191.html
368,William Lattimer 1965 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p96.html
369,Charles Loloma 1954 to 1958,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p105.html
369,Bob Winston ? to ?,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p199.html
369,David Pimentel 1973 to 2004,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p151.html
372,Jew Freyaulenhoven 1973 to 1981,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p57.html
372,Richard Mafong ? to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p109.html
373,Geraldine Velasquez 1980 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p194.html
375,Leslie Leupp ? to ?,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p98.html
375,Robert J. Pum in 1969,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p156.html
379,Arch Gregory 1986 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p69.html
381,David LaPlantz 1971 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p94.html
382,Gail Dial 1974 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p42.html
383,Candace Gerbers Brey 1990 to 1993,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p17.html
386,Alma Eikerman 1947 to 1978,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p45.html
386,Randy Long 1983 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p106.html
387,Robert C. Fisher 1974 to 1975,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p54.html
388,David La Plantz 1967 to 1968,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p94.html
388,Lane Coulter 1989 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p32.html
389,John M. Church 1970 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p24.html
390,Chuck Evans 1978 to 2001,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p47.html
391,Ronald Wyancko 1972 to 2000,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p203.html
392,Kenneth C. MacBain 1994 to Present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p275.html
392,Dr Elaine Foster 1967 to 1994,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p56.html
393,Dr Elaine Foster 1967 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p56.html
394,Elliot Pujol 1973 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p154.html
395,Myra Mimlitsch Gray 1986 to 1989,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p67.html
817,Mary Ann Scherr 1960 to 1976,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p167.html
817,William Harper 1970 to 1973,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p73.html
817,Rod McCormick 1978 to 1979,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p117.html
817,George Paul Van Duinwyk 1979 to 1982,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p193.html
817,Bruce Metcalf 1981 to 1991,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p121.html
817,Robin Kraft part time from 1991 to 1994,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p90.html
396,James Malenda 1987 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p111.html
398,Marcia Lewis 1978 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p100.html
399,Barry Stern 1985 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p180.html
400,Mark Baldridge 1972 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p6.html
827,Tim McCreight ? to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p118.html
827,Alan Perry 1987 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p145.html
401,Harold O'Conner in 1982,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p138.html
402,Curtis K. LaFollette 1971 to 1972,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p93.html
402,Bruce Metcalf 1979 to 1980,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p121.html
402,Joseph Wood 1986 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p202.html
87,"Anne Mondro (current, added 2026-05-30)",https://stamps.umich.edu/people/anne-mondro
